"datetime","SHF_S_AVG","SHF_O_AVG","SHF_weighted_mean","SHF_ALL_AVG"
2018-11-01 00:15:00,-47.0843,-60.03561,-55.6321646,-53.55996
2018-11-01 00:45:00,-39.79396,-52.30067,-48.0483886,-46.04732
2018-11-01 01:15:00,-38.96194,-50.7981,-46.7738056,-44.88002
2018-11-01 01:45:00,-38.31371,-49.95296,-45.995615,-44.13334
2018-11-01 02:15:00,-45.53547,-57.19602,-53.231433,-51.36574
2018-11-01 02:45:00,-47.12522,-59.44265,-55.2547238,-53.28394
2018-11-01 03:15:00,-51.13898,-63.61275,-59.3716682,-57.37586
2018-11-01 03:45:00,-50.64104,-62.96944,-58.777784,-56.80524
2018-11-01 04:15:00,-57.90145,-71.32248,-66.7593298,-64.61197
2018-11-01 04:45:00,-54.26186,-67.60779,-63.0701738,-60.93483
2018-11-01 05:15:00,-40.67692,-53.09276,-48.8713744,-46.88484
2018-11-01 05:45:00,-23.06383,-33.78638,-30.140713,-28.42511
2018-11-01 06:15:00,-20.43539,-29.99042,-26.7417098,-25.21291
2018-11-01 06:45:00,0.8656361,-6.775541,-4.177540786,-2.954953
2018-11-01 07:15:00,46.73019,43.03963,44.2944204,44.88491
2018-11-01 07:45:00,92.51592,92.04742,92.20671,92.28167
2018-11-01 08:15:00,117.5919,116.8808,117.122574,117.2363
2018-11-01 08:45:00,124.6406,120.2141,121.71911,122.4273
2018-11-01 09:15:00,147.4569,144.3979,145.43796,145.9274
2018-11-01 09:45:00,168.7074,173.7642,172.044888,171.2358
2018-11-01 10:15:00,171.0557,185.4071,180.527624,178.2314
2018-11-01 10:45:00,155.3275,181.0209,172.285144,168.1742
2018-11-01 11:15:00,128.8169,163.5861,151.764572,146.2015
2018-11-01 11:45:00,115.2558,154.931,141.441432,135.0934
2018-11-01 12:15:00,95.5234,138.6939,124.01593,117.1086
2018-11-01 12:45:00,69.97091,113.3581,98.6064554,91.66451
2018-11-01 13:15:00,43.37425,87.61559,72.5735344,65.49492
2018-11-01 13:45:00,17.18515,60.97013,46.0832368,39.07764
2018-11-01 14:15:00,-4.666388,33.35347,20.42671828,14.34354
2018-11-01 14:45:00,-34.66557,-4.018727,-14.43865362,-19.34215
2018-11-01 15:15:00,-65.42808,-44.09991,-51.3514878,-54.764
2018-11-01 15:45:00,-84.98959,-72.88681,-77.0017552,-78.9382
2018-11-01 16:15:00,-96.32456,-93.43138,-94.4150612,-94.87797
2018-11-01 16:45:00,-99.8294,-103.7658,-102.427424,-101.7976
2018-11-01 17:15:00,-100.5708,-108.8135,-106.010982,-104.6921
2018-11-01 17:45:00,-104.5895,-116.1686,-112.231706,-110.379
2018-11-01 18:15:00,-99.19454,-112.5999,-108.0420776,-105.8972
2018-11-01 18:45:00,-97.91347,-112.0141,-107.2198858,-104.9638
2018-11-01 19:15:00,-90.55051,-105.3694,-100.3309774,-97.95996
2018-11-01 19:45:00,-86.06497,-101.3315,-96.1408798,-93.69823
2018-11-01 20:15:00,-80.50337,-96.28926,-90.9220574,-88.39632
2018-11-01 20:45:00,-82.55196,-99.0163,-93.4184244,-90.78413
2018-11-01 21:15:00,-83.61464,-100.3203,-94.6403756,-91.96747
2018-11-01 21:45:00,-77.2709,-93.37255,-87.897989,-85.32173
2018-11-01 22:15:00,-63.99951,-79.55232,-74.2643646,-71.77592
2018-11-01 22:45:00,-57.04662,-72.55881,-67.2846654,-64.80272
2018-11-01 23:15:00,-60.65458,-76.4783,-71.0982352,-68.56644
2018-11-01 23:45:00,-62.35051,-78.11183,-72.7529812,-70.23117
2018-11-02 00:15:00,-59.27412,-74.55403,-69.3588606,-66.91408
2018-11-02 00:45:00,-50.64841,-64.97021,-60.100798,-57.80931
2018-11-02 01:15:00,-47.18594,-61.87945,-56.8836566,-54.5327
2018-11-02 01:45:00,-46.05578,-60.66388,-55.697126,-53.35983
2018-11-02 02:15:00,-50.93148,-65.53461,-60.5695458,-58.23304
2018-11-02 02:45:00,-53.11981,-67.64915,-62.7091744,-60.38448
2018-11-02 03:15:00,-50.8897,-64.7782,-60.05611,-57.83395
2018-11-02 03:45:00,-48.29303,-61.9248,-57.2899982,-55.10891
2018-11-02 04:15:00,-47.71973,-61.31435,-56.6921792,-54.51704
2018-11-02 04:45:00,-45.52899,-58.95718,-54.3915954,-52.24309
2018-11-02 05:15:00,-40.4389,-53.49095,-49.053253,-46.96492
2018-11-02 05:45:00,-36.03333,-48.34325,-44.1578772,-42.18829
2018-11-02 06:15:00,-32.06382,-43.71618,-39.7543776,-37.89
2018-11-02 06:45:00,2.746089,-5.929636,-2.9798895,-1.591774
2018-11-02 07:15:00,51.55611,45.80986,47.763585,48.68298
2018-11-02 07:45:00,99.76158,96.32079,97.4906586,98.04119
2018-11-02 08:15:00,116.2732,111.8716,113.368144,114.0724
2018-11-02 08:45:00,127.9167,120.8095,123.225948,124.3631
2018-11-02 09:15:00,153.7734,146.9236,149.252532,150.3485
2018-11-02 09:45:00,188.373,188.4897,188.450022,188.4314
2018-11-02 10:15:00,211.999,222.5954,218.992624,217.2972
2018-11-02 10:45:00,206.5288,230.7975,222.546142,218.6631
2018-11-02 11:15:00,189.6429,226.4647,213.945288,208.0538
2018-11-02 11:45:00,160.8859,204.2545,189.509176,182.5702
2018-11-02 12:15:00,131.5376,179.4056,163.13048,155.4716
2018-11-02 12:45:00,99.02798,148.224,131.4973532,123.626
2018-11-02 13:15:00,74.27713,126.6195,108.8230942,100.4483
2018-11-02 13:45:00,37.57684,90.30515,72.3775246,63.94099
2018-11-02 14:15:00,12.7758,59.90088,43.8783528,36.33834
2018-11-02 14:45:00,-17.13985,23.01502,9.3623642,2.937585
2018-11-02 15:15:00,-29.64759,4.239069,-7.28239506,-12.70426
2018-11-02 15:45:00,-52.71365,-27.5931,-36.134087,-40.15337
2018-11-02 16:15:00,-69.35354,-56.67873,-60.9881654,-63.01614
2018-11-02 16:45:00,-91.22116,-90.18957,-90.5403106,-90.70537
2018-11-02 17:15:00,-100.2693,-106.5508,-104.41509,-103.4101
2018-11-02 17:45:00,-101.6388,-111.5034,-108.149436,-106.5711
2018-11-02 18:15:00,-97.30762,-109.3252,-105.2392228,-103.3164
2018-11-02 18:45:00,-88.75504,-102.5726,-97.8746296,-95.66384
2018-11-02 19:15:00,-82.63792,-97.59852,-92.511916,-90.11823
2018-11-02 19:45:00,-73.02704,-88.37695,-83.1579806,-80.702
2018-11-02 20:15:00,-74.02235,-90.08026,-84.6205706,-82.05131
2018-11-02 20:45:00,-65.16436,-81.26343,-75.7897462,-73.2139
2018-11-02 21:15:00,-59.59849,-75.45224,-70.061965,-67.52537
2018-11-02 21:45:00,-47.01562,-61.95094,-56.8729312,-54.48328
2018-11-02 22:15:00,-40.89309,-55.73916,-50.6914962,-48.31612
2018-11-02 22:45:00,-36.87493,-51.99267,-46.8526384,-44.4338
2018-11-02 23:15:00,-36.12292,-50.98862,-45.934282,-43.55577
2018-11-02 23:45:00,-32.64643,-47.08362,-42.1749754,-39.86502
2018-11-03 00:15:00,-31.17593,-44.85972,-40.2072314,-38.01783
2018-11-03 00:45:00,-39.03102,-52.45995,-47.8941138,-45.74549
2018-11-03 01:15:00,-46.10142,-59.57514,-54.9940752,-52.83828
2018-11-03 01:45:00,-46.14419,-59.746,-55.1213846,-52.9451
2018-11-03 02:15:00,-38.02148,-50.55622,-46.2944084,-44.28885
2018-11-03 02:45:00,-35.65127,-48.48891,-44.1241124,-42.07009
2018-11-03 03:15:00,-31.96345,-44.69473,-40.3660948,-38.32909
2018-11-03 03:45:00,-28.39359,-40.72247,-36.5306508,-34.55803
2018-11-03 04:15:00,-26.84454,-38.44849,-34.503147,-32.64651
2018-11-03 04:45:00,-37.68534,-49.87192,-45.7284828,-43.77863
2018-11-03 05:15:00,-48.87828,-61.40748,-57.147552,-55.14288
2018-11-03 05:45:00,-55.69074,-69.06264,-64.516194,-62.37669
2018-11-03 06:15:00,-46.55744,-59.11651,-54.8464262,-52.83698
2018-11-03 06:45:00,-3.479865,-13.56425,-10.1355591,-8.522055
2018-11-03 07:15:00,44.12489,36.87653,39.3409724,40.50071
2018-11-03 07:45:00,109.9482,108.2733,108.842766,109.1108
2018-11-03 08:15:00,131.3104,130.9248,131.055904,131.1176
2018-11-03 08:45:00,148.7619,146.951,147.566706,147.8565
2018-11-03 09:15:00,151.4665,148.3286,149.395486,149.8976
2018-11-03 09:45:00,168.8197,170.3758,169.846726,169.5978
2018-11-03 10:15:00,170.4693,181.627,177.833382,176.0482
2018-11-03 10:45:00,159.7514,183.6998,175.557344,171.7256
2018-11-03 11:15:00,134.9907,168.1346,156.865674,151.5626
2018-11-03 11:45:00,119.5065,158.7131,145.382856,139.1098
2018-11-03 12:15:00,92.36241,134.4456,120.1373154,113.404
2018-11-03 12:45:00,66.22498,109.3027,94.6562752,87.76382
2018-11-03 13:15:00,37.99969,83.04617,67.7303668,60.52293
2018-11-03 13:45:00,8.570717,51.54961,36.93678638,30.06016
2018-11-03 14:15:00,-16.25531,19.38172,7.2651298,1.563203
2018-11-03 14:45:00,-39.33638,-12.91697,-21.8995694,-26.12667
2018-11-03 15:15:00,-53.92511,-32.96656,-40.092467,-43.44584
2018-11-03 15:45:00,-64.23656,-49.17791,-54.297851,-56.70723
2018-11-03 16:15:00,-78.01409,-72.18899,-74.169524,-75.10154
2018-11-03 16:45:00,-93.84962,-98.02821,-96.6074894,-95.93892
2018-11-03 17:15:00,-107.8399,-117.6258,-114.298594,-112.7328
2018-11-03 17:45:00,-109.0749,-122.0058,-117.609294,-115.5404
2018-11-03 18:15:00,-103.8158,-118.8951,-113.768138,-111.3555
2018-11-03 18:45:00,-95.11951,-111.2407,-105.7594954,-103.1801
2018-11-03 19:15:00,-86.54097,-102.8337,-97.2941718,-94.68733
2018-11-03 19:45:00,-84.38397,-101.0233,-95.3659278,-92.70366
2018-11-03 20:15:00,-84.96823,-102.273,-96.3893782,-93.62061
2018-11-03 20:45:00,-84.84996,-102.5601,-96.5386524,-93.70501
2018-11-03 21:15:00,-74.17702,-91.1916,-85.4066428,-82.68431
2018-11-03 21:45:00,-66.24272,-82.53603,-76.9963046,-74.38937
2018-11-03 22:15:00,-66.87466,-83.23887,-77.6750386,-75.05676
2018-11-03 22:45:00,-76.42088,-93.21356,-87.5040488,-84.81722
2018-11-03 23:15:00,-76.30589,-93.12917,-87.4092548,-84.71753
2018-11-03 23:45:00,-65.40161,-81.23384,-75.8508818,-73.31773
2018-11-04 00:15:00,-53.58384,-68.66003,-63.5341254,-61.12193
2018-11-04 00:45:00,-48.07082,-62.93552,-57.881522,-55.50317
2018-11-04 01:15:00,-47.94852,-62.96194,-57.8573772,-55.45523
2018-11-04 01:45:00,-53.44033,-68.45055,-63.3470752,-60.94544
2018-11-04 02:15:00,-53.52072,-68.56523,-63.4500966,-61.04298
2018-11-04 02:45:00,-56.06695,-70.82579,-65.8077844,-63.44637
2018-11-04 03:15:00,-53.29031,-68.23112,-63.1512446,-60.76072
2018-11-04 03:45:00,-52.50751,-67.42854,-62.3553898,-59.96803
2018-11-04 04:15:00,-48.26592,-62.89997,-57.924393,-55.58294
2018-11-04 04:45:00,-43.93358,-58.27978,-53.402072,-51.10668
2018-11-04 05:15:00,-44.63112,-59.01291,-54.1231014,-51.82201
2018-11-04 05:45:00,-50.46081,-65.245,-60.2183754,-57.85291
2018-11-04 06:15:00,-50.10673,-64.81236,-59.8124458,-57.45954
2018-11-04 06:45:00,-9.908178,-20.92112,-17.17671972,-15.41465
2018-11-04 07:15:00,42.23384,34.55063,37.1629214,38.39223
2018-11-04 07:45:00,85.12688,79.56348,81.455036,82.34518
2018-11-04 08:15:00,96.35255,89.97536,92.1436046,93.16396
2018-11-04 08:45:00,109.358,101.3315,104.06051,105.3447
2018-11-04 09:15:00,144.2743,137.3147,139.680964,140.7945
2018-11-04 09:45:00,182.4155,181.19,181.60667,181.8028
2018-11-04 10:15:00,209.8231,217.7027,215.023636,213.7629
2018-11-04 10:45:00,205.826,228.1574,220.564724,216.9917
2018-11-04 11:15:00,176.1039,210.5409,198.83232,193.3224
2018-11-04 11:45:00,146.2551,187.3602,173.384466,166.8076
2018-11-04 12:15:00,115.531,159.5535,144.58585,137.5423
2018-11-04 12:45:00,91.78036,137.5369,121.9796764,114.6586
2018-11-04 13:15:00,47.96,94.73596,78.8321336,71.34798
2018-11-04 13:45:00,13.48828,53.94221,40.1878738,33.71524
2018-11-04 14:15:00,-13.97237,17.6499,6.8983282,1.838768
2018-11-04 14:45:00,-21.53308,4.70223,-4.2177754,-8.415426
2018-11-04 15:15:00,-34.62469,-16.00568,-22.3361434,-25.31519
2018-11-04 15:45:00,-49.56262,-38.24041,-42.0899614,-43.90151
2018-11-04 16:15:00,-59.03017,-54.14268,-55.8044266,-56.58642
2018-11-04 16:45:00,-68.56859,-69.31268,-69.0596894,-68.94064
2018-11-04 17:15:00,-67.96892,-71.94254,-70.5915092,-69.95573
2018-11-04 17:45:00,-73.10065,-80.57883,-78.0362488,-76.83974
2018-11-04 18:15:00,-74.37276,-83.90638,-80.6649492,-79.13957
2018-11-04 18:45:00,-77.22897,-88.24686,-84.5007774,-82.73792
2018-11-04 19:15:00,-74.4437,-86.58221,-82.4551166,-80.51295
2018-11-04 19:45:00,-70.79131,-84.01154,-79.5166618,-77.40143
2018-11-04 20:15:00,-65.7782,-79.40475,-74.771723,-72.59148
2018-11-04 20:45:00,-56.47069,-69.98003,-65.3868544,-63.22536
2018-11-04 21:15:00,-49.93473,-63.27355,-58.7383512,-56.60414
2018-11-04 21:45:00,-47.02115,-60.33054,-55.8053474,-53.67585
2018-11-04 22:15:00,-50.08775,-63.69851,-59.0708516,-56.89314
2018-11-04 22:45:00,-45.4435,-58.81586,-54.2692576,-52.12968
2018-11-04 23:15:00,-35.12695,-47.85701,-43.5287896,-41.49198
2018-11-04 23:45:00,-25.91697,-38.11553,-33.9680196,-32.01625
2018-11-05 00:15:00,-23.59671,-35.5008,-31.4534094,-29.54876
2018-11-05 00:45:00,-23.69295,-35.75153,-31.6516128,-29.72224
2018-11-05 01:15:00,-23.87302,-35.96858,-31.8560896,-29.9208
2018-11-05 01:45:00,-23.71317,-35.61731,-31.5699024,-29.66524
2018-11-05 02:15:00,-20.75965,-32.52196,-28.5227746,-26.64081
2018-11-05 02:45:00,-21.49918,-33.22468,-29.23801,-27.36193
2018-11-05 03:15:00,-19.18564,-30.04373,-26.3519794,-24.61469
2018-11-05 03:45:00,-22.65682,-33.7894,-30.0043228,-28.22311
2018-11-05 04:15:00,-23.67097,-34.46251,-30.7933864,-29.06674
2018-11-05 04:45:00,-34.68848,-46.40779,-42.4232246,-40.54814
2018-11-05 05:15:00,-44.32494,-56.72413,-52.5084054,-50.52454
2018-11-05 05:45:00,-50.56493,-63.74701,-59.2651028,-57.15597
2018-11-05 06:15:00,-43.4069,-56.42742,-52.0004432,-49.91716
2018-11-05 06:45:00,-5.426486,-15.6487,-12.17314724,-10.53759
2018-11-05 07:15:00,39.20595,31.81405,34.327296,35.51
2018-11-05 07:45:00,88.10556,83.64706,85.16295,85.87631
2018-11-05 08:15:00,104.9078,101.0164,102.339476,102.9621
2018-11-05 08:45:00,123.9836,120.952,121.982744,122.4678
2018-11-05 09:15:00,143.0687,141.9225,142.312208,142.4956
2018-11-05 09:45:00,170.991,174.1059,173.046834,172.5485
2018-11-05 10:15:00,190.4656,202.5341,198.43081,196.4998
2018-11-05 10:45:00,189.3875,213.8824,205.554134,201.6349
2018-11-05 11:15:00,169.0299,205.2749,192.9516,187.1524
2018-11-05 11:45:00,147.239,191.3799,176.371994,169.3094
2018-11-05 12:15:00,120.5424,169.7247,153.002718,145.1336
2018-11-05 12:45:00,101.7909,153.5982,135.983718,127.6945
2018-11-05 13:15:00,70.53467,125.251,106.6474478,97.89285
2018-11-05 13:45:00,40.38573,95.12056,76.5107178,67.75314
2018-11-05 14:15:00,12.16816,60.53945,44.0932114,36.35381
2018-11-05 14:45:00,-14.26411,26.55152,12.6742058,6.143705
2018-11-05 15:15:00,-35.03072,-1.421246,-12.84846716,-18.22599
2018-11-05 15:45:00,-51.66019,-26.37543,-34.9722484,-39.01781
2018-11-05 16:15:00,-69.80781,-56.21245,-60.8348724,-63.01013
2018-11-05 16:45:00,-90.65516,-88.04294,-88.9310948,-89.34904
2018-11-05 17:15:00,-108.8705,-114.6003,-112.652168,-111.7354
2018-11-05 17:45:00,-115.2714,-125.3621,-121.931262,-120.3168
2018-11-05 18:15:00,-113.1839,-125.0738,-121.031234,-119.1288
2018-11-05 18:45:00,-102.276,-115.3473,-110.903058,-108.8116
2018-11-05 19:15:00,-89.30521,-103.4103,-98.6145694,-96.35777
2018-11-05 19:45:00,-75.71979,-90.26367,-85.3187508,-82.99173
2018-11-05 20:15:00,-70.83898,-85.81352,-80.7221764,-78.32626
2018-11-05 20:45:00,-60.65315,-75.15183,-70.2222788,-67.9025
2018-11-05 21:15:00,-55.64317,-70.38819,-65.3748832,-63.01568
2018-11-05 21:45:00,-49.51833,-63.88046,-58.9973358,-56.69939
2018-11-05 22:15:00,-56.57055,-71.34492,-66.3216342,-63.95773
2018-11-05 22:45:00,-70.8876,-86.50817,-81.1971762,-78.69788
2018-11-05 23:15:00,-75.56485,-91.23343,-85.9061128,-83.39914
2018-11-05 23:45:00,-68.43768,-83.31919,-78.2594766,-75.87843
2018-11-06 00:15:00,-47.62255,-61.05505,-56.488,-54.3388
2018-11-06 00:45:00,-45.69546,-59.20484,-54.6116508,-52.45015
2018-11-06 01:15:00,-44.65721,-57.70406,-53.268131,-51.18063
2018-11-06 01:45:00,-49.56449,-63.22335,-58.5793376,-56.39392
2018-11-06 02:15:00,-44.41536,-57.95985,-53.3547234,-51.1876
2018-11-06 02:45:00,-47.31585,-61.08114,-56.4009414,-54.19849
2018-11-06 03:15:00,-45.55954,-59.69593,-54.8895574,-52.62774
2018-11-06 03:45:00,-43.85017,-57.43333,-52.8150556,-50.64175
2018-11-06 04:15:00,-40.08292,-54.28018,-49.4531116,-47.18155
2018-11-06 04:45:00,-38.99795,-53.21342,-48.3801602,-46.10568
2018-11-06 05:15:00,-38.29218,-52.22811,-47.4898938,-45.26014
2018-11-06 05:45:00,-40.43893,-54.51502,-49.7291494,-47.47697
2018-11-06 06:15:00,-32.90199,-46.57968,-41.9292654,-39.74083
2018-11-06 06:45:00,2.88484,-8.304778,-4.50030788,-2.70997
2018-11-06 07:15:00,60.04027,52.77138,55.2428026,56.40582
2018-11-06 07:45:00,104.2319,100.002,101.440166,102.117
2018-11-06 08:15:00,109.7198,105.5218,106.94912,107.6208
2018-11-06 08:45:00,106.4545,100.1322,102.281782,103.2934
2018-11-06 09:15:00,122.77,116.2976,118.498216,119.5338
2018-11-06 09:45:00,164.7227,163.9895,164.238788,164.3561
2018-11-06 10:15:00,197.2967,207.9433,204.323456,202.62
2018-11-06 10:45:00,204.508,231.195,222.12142,217.8515
2018-11-06 11:15:00,188.2074,227.7948,214.335084,208.0011
2018-11-06 11:45:00,163.7795,210.767,194.79125,187.2733
2018-11-06 12:15:00,130.7827,182.0862,164.64301,156.4344
2018-11-06 12:45:00,97.6059,150.1358,132.275634,123.8708
2018-11-06 13:15:00,65.49049,119.289,100.9975066,92.38974
2018-11-06 13:45:00,32.4265,85.40411,67.3917226,58.91531
2018-11-06 14:15:00,8.421708,55.75352,39.66070392,32.08762
2018-11-06 14:45:00,-14.20671,25.73174,12.152667,5.762514
2018-11-06 15:15:00,-31.00795,2.184094,-9.10120096,-14.41193
2018-11-06 15:45:00,-49.09511,-23.78329,-32.3893088,-36.4392
2018-11-06 16:15:00,-67.71419,-53.33038,-58.2208754,-60.52228
2018-11-06 16:45:00,-87.37703,-83.95518,-85.118609,-85.66611
2018-11-06 17:15:00,-98.44788,-102.3277,-101.0085612,-100.3878
2018-11-06 17:45:00,-101.0356,-108.8892,-106.218976,-104.9624
2018-11-06 18:15:00,-95.4491,-105.0493,-101.785232,-100.2492
2018-11-06 18:45:00,-91.41383,-102.6204,-98.8101662,-97.01714
2018-11-06 19:15:00,-83.44904,-95.86852,-91.6458968,-89.65878
2018-11-06 19:45:00,-78.71223,-92.46825,-87.7912032,-85.59024
2018-11-06 20:15:00,-69.50244,-83.41628,-78.6855744,-76.45936
2018-11-06 20:45:00,-59.73201,-73.18517,-68.6110956,-66.45859
2018-11-06 21:15:00,-51.72442,-65.0686,-60.5315788,-58.39651
2018-11-06 21:45:00,-52.39459,-66.27399,-61.554994,-59.33429
2018-11-06 22:15:00,-54.72152,-69.12788,-64.2297176,-61.92471
2018-11-06 22:45:00,-56.83614,-71.33421,-66.4048662,-64.08517
2018-11-06 23:15:00,-55.02357,-69.35548,-64.4826306,-62.18953
2018-11-06 23:45:00,-52.37061,-66.7585,-61.8666174,-59.56455
2018-11-07 00:15:00,-48.85864,-63.08773,-58.2498394,-55.97319
2018-11-07 00:45:00,-46.22025,-60.27831,-55.4985696,-53.24928
2018-11-07 01:15:00,-44.93034,-58.87167,-54.1316178,-51.901
2018-11-07 01:45:00,-41.66338,-55.14907,-50.5639354,-48.40623
2018-11-07 02:15:00,-43.58083,-57.77982,-52.9521634,-50.68033
2018-11-07 02:45:00,-44.84686,-58.96976,-54.167974,-51.90831
2018-11-07 03:15:00,-42.92124,-56.95277,-52.1820498,-49.937
2018-11-07 03:45:00,-41.86564,-55.82385,-51.0780586,-48.84475
2018-11-07 04:15:00,-37.85669,-51.63117,-46.9478468,-44.74393
2018-11-07 04:45:00,-37.36357,-50.94508,-46.3273666,-44.15433
2018-11-07 05:15:00,-35.39764,-48.79693,-44.2411714,-42.09728
2018-11-07 05:45:00,-39.05608,-52.64781,-48.0266218,-45.85194
2018-11-07 06:15:00,-40.31347,-53.56849,-49.0617832,-46.94098
2018-11-07 06:45:00,-2.36886,-13.28634,-9.5743968,-7.827602
2018-11-07 07:15:00,48.06318,40.48134,43.0591656,44.27226
2018-11-07 07:45:00,91.74361,87.00789,88.6180348,89.37575
2018-11-07 08:15:00,110.9681,106.7539,108.186728,108.861
2018-11-07 08:45:00,119.5475,114.0445,115.91552,116.796
2018-11-07 09:15:00,143.7617,139.2424,140.778962,141.5021
2018-11-07 09:45:00,166.2421,165.5412,165.779506,165.8916
2018-11-07 10:15:00,185.156,194.0289,191.012114,189.5925
2018-11-07 10:45:00,183.6758,206.2594,198.580976,194.9676
2018-11-07 11:15:00,165.0505,201.5242,189.123142,183.2873
2018-11-07 11:45:00,137.8671,182.2583,167.165292,160.0627
2018-11-07 12:15:00,115.3886,164.8144,148.009628,140.1015
2018-11-07 12:45:00,90.44588,141.7939,124.3355732,116.1199
2018-11-07 13:15:00,64.05853,117.9048,99.5970682,90.98167
2018-11-07 13:45:00,27.08793,80.90533,62.607414,53.99663
2018-11-07 14:15:00,0.7531552,49.45598,32.897019568,25.10457
2018-11-07 14:45:00,-19.73143,21.48936,7.4742914,0.8789663
2018-11-07 15:15:00,-36.31589,-2.846051,-14.22579626,-19.58097
2018-11-07 15:45:00,-53.45508,-28.76224,-37.1578056,-41.10866
2018-11-07 16:15:00,-68.18932,-54.54762,-59.185798,-61.36847
2018-11-07 16:45:00,-82.76517,-79.28215,-80.4663768,-81.02367
2018-11-07 17:15:00,-94.67769,-98.56895,-97.2459216,-96.62332
2018-11-07 17:45:00,-97.24405,-105.3167,-102.571999,-101.2804
2018-11-07 18:15:00,-93.06004,-103.2866,-99.8095696,-98.17332
2018-11-07 18:45:00,-84.20979,-95.81416,-91.8686742,-90.01198
2018-11-07 19:15:00,-76.17139,-89.01397,-84.6474928,-82.59268
2018-11-07 19:45:00,-67.30989,-80.45216,-75.9837882,-73.88103
2018-11-07 20:15:00,-63.71333,-77.14444,-72.5778626,-70.42889
2018-11-07 20:45:00,-59.30648,-72.87997,-68.2649834,-66.09323
2018-11-07 21:15:00,-56.86237,-70.92741,-66.1452964,-63.89489
2018-11-07 21:45:00,-53.37648,-67.7721,-62.8775892,-60.5743
2018-11-07 22:15:00,-51.76934,-66.15153,-61.2615854,-58.96043
2018-11-07 22:45:00,-54.6357,-69.67804,-64.5636444,-62.15687
2018-11-07 23:15:00,-54.93061,-70.092,-64.9371274,-62.51131
2018-11-07 23:45:00,-51.94373,-66.87511,-61.7984408,-59.40942
2018-11-08 00:15:00,-47.01464,-61.66312,-56.6826368,-54.33888
2018-11-08 00:45:00,-44.27654,-58.95116,-53.9617892,-51.61385
2018-11-08 01:15:00,-43.43828,-58.02511,-53.0655878,-50.73169
2018-11-08 01:45:00,-41.73588,-56.55795,-51.5184462,-49.14691
2018-11-08 02:15:00,-38.25043,-52.25721,-47.4949048,-45.25382
2018-11-08 02:45:00,-37.54984,-51.82153,-46.9691554,-44.68568
2018-11-08 03:15:00,-42.16959,-56.74231,-51.7875852,-49.45595
2018-11-08 03:45:00,-50.04654,-64.66911,-59.6974362,-57.35782
2018-11-08 04:15:00,-53.65312,-68.51183,-63.4598686,-61.08247
2018-11-08 04:45:00,-51.35207,-65.84834,-60.9196082,-58.6002
2018-11-08 05:15:00,-47.50115,-61.25243,-56.5769948,-54.37679
2018-11-08 05:45:00,-42.9506,-56.66448,-52.0017608,-49.80754
2018-11-08 06:15:00,-40.9727,-54.4765,-49.885208,-47.7246
2018-11-08 06:45:00,-1.821555,-12.49063,-8.8631445,-7.156091
2018-11-08 07:15:00,44.34963,36.55985,39.2083752,40.45474
2018-11-08 07:45:00,88.23207,83.47852,85.094727,85.85529
2018-11-08 08:15:00,98.31909,93.61913,95.2171164,95.96911
2018-11-08 08:45:00,105.1601,99.35734,101.3302784,102.2587
2018-11-08 09:15:00,132.6872,127.4593,129.236786,130.0733
2018-11-08 09:45:00,170.015,169.9332,169.961012,169.9741
2018-11-08 10:15:00,196.036,206.2364,202.768264,201.1362
2018-11-08 10:45:00,189.185,213.9697,205.542902,201.5773
2018-11-08 11:15:00,164.55,202.0063,189.271158,183.2782
2018-11-08 11:45:00,134.5324,179.9681,164.519962,157.2502
2018-11-08 12:15:00,111.7445,162.3442,145.140302,137.0444
2018-11-08 12:45:00,87.90546,140.0432,122.3163684,113.9743
2018-11-08 13:15:00,59.32763,112.8522,94.6538462,86.08991
2018-11-08 13:45:00,27.29623,79.07063,61.467334,53.18343
2018-11-08 14:15:00,-7.812277,36.59638,21.49743662,14.39205
2018-11-08 14:45:00,-27.34432,7.312205,-4.4710135,-10.01606
2018-11-08 15:15:00,-45.58805,-19.72871,-28.5208856,-32.65838
2018-11-08 15:45:00,-62.05521,-43.96456,-50.115381,-53.00988
2018-11-08 16:15:00,-82.06219,-73.08688,-76.1384854,-77.57454
2018-11-08 16:45:00,-97.54234,-96.97502,-97.1679088,-97.25868
2018-11-08 17:15:00,-94.17313,-98.27686,-96.8815918,-96.225
2018-11-08 17:45:00,-93.10483,-100.2946,-97.8500782,-96.69972
2018-11-08 18:15:00,-91.17552,-100.6431,-97.4241228,-95.90933
2018-11-08 18:45:00,-92.80895,-104.6352,-100.614275,-98.72208
2018-11-08 19:15:00,-89.14658,-102.9467,-98.2546592,-96.04662
2018-11-08 19:45:00,-83.63197,-98.65331,-93.5460544,-91.14264
2018-11-08 20:15:00,-69.29998,-84.55438,-79.367884,-76.92719
2018-11-08 20:45:00,-57.58278,-72.30881,-67.3019598,-64.94579
2018-11-08 21:15:00,-47.16804,-60.65512,-56.0695128,-53.91158
2018-11-08 21:45:00,-44.25694,-57.5265,-53.0148496,-50.89172
2018-11-08 22:15:00,-43.479,-55.71072,-51.5519352,-49.59486
2018-11-08 22:45:00,-44.883,-57.83004,-53.4280464,-51.35652
2018-11-08 23:15:00,-51.61707,-64.40448,-60.0567606,-58.01078
2018-11-08 23:45:00,-63.78437,-77.19821,-72.6375044,-70.49129
