"datetime","SHF_G_AVG","SHF_O_AVG","SHF_weighted_mean","SHF_ALL_AVG"
2018-11-01 00:15:00,-71.706,-76.82169,-75.1846692,-74.26384
2018-11-01 00:45:00,-59.57118,-67.61003,-65.037598,-63.59061
2018-11-01 01:15:00,-46.70533,-41.617,-43.2452656,-44.16116
2018-11-01 01:45:00,-26.66548,-41.44571,-36.7160364,-34.0556
2018-11-01 02:15:00,-41.32616,-25.38122,-30.4836008,-33.35369
2018-11-01 02:45:00,-58.98861,-61.05765,-60.3955572,-60.02312
2018-11-01 03:15:00,-69.93989,-55.62474,-60.205588,-62.78232
2018-11-01 03:45:00,-58.42796,-60.09005,-59.5581812,-59.25901
2018-11-01 04:15:00,-59.51599,-44.37411,-49.2195116,-51.94505
2018-11-01 04:45:00,-48.11151,-47.95191,-48.002982,-48.03171
2018-11-01 05:15:00,-68.33267,-70.51726,-69.8181912,-69.42496
2018-11-01 05:45:00,-62.84322,-67.71075,-66.1531404,-65.27699
2018-11-01 06:15:00,-52.5666,-58.48141,-56.5886708,-55.524
2018-11-01 06:45:00,-38.95615,-24.54637,-29.1574996,-31.75126
2018-11-01 07:15:00,-69.39495,-80.96126,-77.2600408,-75.17811
2018-11-01 07:45:00,-86.88354,-102.1628,-97.2734368,-94.52318
2018-11-01 08:15:00,-79.71608,-120.4763,-107.4330296,-100.0962
2018-11-01 08:45:00,-6.830097,-46.99578,-34.14276144,-26.91294
2018-11-01 09:15:00,65.65451,83.89309,78.0567444,74.7738
2018-11-01 09:45:00,145.3847,102.4093,116.161428,123.897
2018-11-01 10:15:00,146.315,136.21,139.4436,141.2625
2018-11-01 10:45:00,211.1149,56.60988,106.0514864,133.8624
2018-11-01 11:15:00,200.4492,177.6167,184.9231,189.033
2018-11-01 11:45:00,253.7174,156.452,187.576928,205.0847
2018-11-01 12:15:00,258.032,248.5378,251.575944,253.2849
2018-11-01 12:45:00,225.7685,193.8981,204.096628,209.8333
2018-11-01 13:15:00,209.3967,211.9951,211.163612,210.6959
2018-11-01 13:45:00,127.0484,145.7792,139.785344,136.4138
2018-11-01 14:15:00,96.05624,79.53108,84.8191312,87.79366
2018-11-01 14:45:00,76.55731,90.52885,86.0579572,83.54308
2018-11-01 15:15:00,91.1151,62.97411,71.9792268,77.0446
2018-11-01 15:45:00,22.96712,76.74538,59.5363368,49.85625
2018-11-01 16:15:00,-57.52887,0.5438277,-18.039435564,-28.49252
2018-11-01 16:45:00,-153.4857,-42.14941,-77.7770228,-97.81756
2018-11-01 17:15:00,-140.2673,-65.11292,-89.1623216,-102.6901
2018-11-01 17:45:00,-132.8199,-73.96279,-92.7970652,-103.3913
2018-11-01 18:15:00,-130.2386,-84.66934,-99.2515032,-107.454
2018-11-01 18:45:00,-119.4845,-95.25679,-103.0096572,-107.3707
2018-11-01 19:15:00,-120.6693,-93.01676,-101.8655728,-106.843
2018-11-01 19:45:00,-133.1416,-90.91662,-104.4286136,-112.0291
2018-11-01 20:15:00,-136.9398,-101.0201,-112.514404,-118.9799
2018-11-01 20:45:00,-126.495,-102.794,-110.37832,-114.6445
2018-11-01 21:15:00,-112.3619,-89.32616,-96.6975968,-100.844
2018-11-01 21:45:00,-82.61005,-68.66094,-73.1246552,-75.6355
2018-11-01 22:15:00,-77.71538,-59.01296,-64.9977344,-68.36417
2018-11-01 22:45:00,-67.19844,-66.98698,-67.0546472,-67.0927
2018-11-01 23:15:00,-67.88551,-70.65736,-69.770368,-69.27144
2018-11-01 23:45:00,-92.80802,-75.27828,-80.8877968,-84.04315
2018-11-02 00:15:00,-98.35179,-78.76828,-85.0350032,-88.56004
2018-11-02 00:45:00,-99.8957,-79.42498,-85.9756104,-89.66034
2018-11-02 01:15:00,-88.01866,-73.3663,-78.0550552,-80.69247
2018-11-02 01:45:00,-61.32272,-69.43032,-66.835888,-65.37653
2018-11-02 02:15:00,-72.18945,-54.14705,-59.920618,-63.16825
2018-11-02 02:45:00,-55.18512,-57.44524,-56.7220016,-56.31518
2018-11-02 03:15:00,-65.83748,-48.17944,-53.8300128,-57.00846
2018-11-02 03:45:00,-60.85656,-60.99732,-60.9522768,-60.92694
2018-11-02 04:15:00,-67.3843,-63.73344,-64.9017152,-65.55887
2018-11-02 04:45:00,-74.95959,-64.55875,-67.8870188,-69.75917
2018-11-02 05:15:00,-49.86101,-46.82432,-47.7960608,-48.34266
2018-11-02 05:45:00,-49.13581,-52.37962,-51.3416008,-50.75772
2018-11-02 06:15:00,-52.44439,-55.95607,-54.8323324,-54.20023
2018-11-02 06:45:00,-74.73708,-81.35265,-79.2356676,-78.04486
2018-11-02 07:15:00,-101.6049,-107.4891,-105.606156,-104.547
2018-11-02 07:45:00,-81.50188,-112.7234,-102.7325136,-97.11265
2018-11-02 08:15:00,-39.24379,-83.53741,-69.3634516,-61.39059
2018-11-02 08:45:00,31.56353,-23.65812,-5.987192,3.952706
2018-11-02 09:15:00,68.51642,-35.66337,-2.32583720000001,16.42652
2018-11-02 09:45:00,46.26933,61.9311,56.9193336,54.10021
2018-11-02 10:15:00,164.8562,130.0027,141.15582,147.4295
2018-11-02 10:45:00,201.0889,246.9691,232.287436,224.029
2018-11-02 11:15:00,326.6546,223.6967,256.643228,275.1756
2018-11-02 11:45:00,228.1996,188.5415,201.232092,208.3705
2018-11-02 12:15:00,358.0345,135.4472,206.675136,246.7408
2018-11-02 12:45:00,270.0187,256.9869,261.157076,263.5028
2018-11-02 13:15:00,312.0467,278.5265,289.252964,295.2866
2018-11-02 13:45:00,164.4835,306.8286,261.278168,235.6561
2018-11-02 14:15:00,148.6408,162.8954,158.333928,155.7681
2018-11-02 14:45:00,80.037,128.6351,113.083708,104.336
2018-11-02 15:15:00,83.25984,123.2077,110.4243848,103.2338
2018-11-02 15:45:00,50.54586,26.17843,33.9760076,38.36214
2018-11-02 16:15:00,31.84254,26.62363,28.2936812,29.23308
2018-11-02 16:45:00,-56.40847,-27.78709,-36.9459316,-42.09778
2018-11-02 17:15:00,-76.05786,-0.6861122,-24.805071496,-38.37199
2018-11-02 17:45:00,-127.9422,-66.1049,-85.892836,-97.02357
2018-11-02 18:15:00,-175.3182,-128.4824,-143.469856,-151.9003
2018-11-02 18:45:00,-210.535,-191.5662,-197.636216,-201.0506
2018-11-02 19:15:00,-189.0575,-163.9499,-171.984332,-176.5037
2018-11-02 19:45:00,-108.7164,-103.4384,-105.12736,-106.0774
2018-11-02 20:15:00,-69.81607,-26.96054,-40.6743096,-48.3883
2018-11-02 20:45:00,-69.97629,-43.90471,-52.2476156,-56.9405
2018-11-02 21:15:00,-103.0807,-61.1939,-74.597676,-82.13731
2018-11-02 21:45:00,-92.59056,-84.39941,-87.020578,-88.49499
2018-11-02 22:15:00,-83.77734,-73.92944,-77.080768,-78.85339
2018-11-02 22:45:00,-81.16364,-60.40421,-67.0472276,-70.78393
2018-11-02 23:15:00,-57.27063,-49.23785,-51.8083396,-53.25424
2018-11-02 23:45:00,-59.98866,-48.80989,-52.3870964,-54.39927
2018-11-03 00:15:00,-27.04077,-36.65939,-33.5814316,-31.85008
2018-11-03 00:45:00,-38.73135,-19.98704,-25.9852192,-29.3592
2018-11-03 01:15:00,-40.95058,-22.95859,-28.7160268,-31.95459
2018-11-03 01:45:00,-73.19099,-50.42612,-57.7108784,-61.80855
2018-11-03 02:15:00,-96.24126,-87.90884,-90.5752144,-92.07506
2018-11-03 02:45:00,-80.068,-78.53822,-79.0277496,-79.30312
2018-11-03 03:15:00,-72.15829,-64.90382,-67.2252504,-68.53105
2018-11-03 03:45:00,-54.88515,-48.89447,-50.8114876,-51.88981
2018-11-03 04:15:00,-31.47608,-34.70689,-33.6730308,-33.09149
2018-11-03 04:45:00,-22.97216,-14.15553,-16.9768516,-18.56384
2018-11-03 05:15:00,-16.31767,-22.29078,-20.3793848,-19.30422
2018-11-03 05:45:00,-59.45176,-44.59147,-49.3467628,-52.02162
2018-11-03 06:15:00,-65.75282,-68.49108,-67.6148368,-67.12195
2018-11-03 06:45:00,-99.90381,-81.1057,-87.1210952,-90.50475
2018-11-03 07:15:00,-94.76689,-112.4639,-106.8008568,-103.6154
2018-11-03 07:45:00,-57.97107,-94.22295,-82.6223484,-76.097
2018-11-03 08:15:00,12.33326,-47.14901,-28.1146836,-17.40788
2018-11-03 08:45:00,58.94936,20.80005,33.0078292,39.87471
2018-11-03 09:15:00,88.62193,53.66795,64.8532236,71.14494
2018-11-03 09:45:00,103.519,61.83198,75.1718264,82.67551
2018-11-03 10:15:00,74.02195,101.7427,92.87206,87.88232
2018-11-03 10:45:00,150.4251,54.58748,85.2555184,102.5063
2018-11-03 11:15:00,231.0532,216.9134,221.438136,223.9833
2018-11-03 11:45:00,NA,89.59005,NA,89.59005
2018-11-03 12:15:00,263.5179,302.5284,290.04504,283.0232
2018-11-03 12:45:00,264.376,47.12005,116.641954,155.748
2018-11-03 13:15:00,35.51394,274.6613,198.1341448,155.0876
2018-11-03 13:45:00,172.2762,127.001,141.489064,149.6386
2018-11-03 14:15:00,81.68491,247.4925,194.4340712,164.5887
2018-11-03 14:45:00,19.4446,97.39205,72.448866,58.41832
2018-11-03 15:15:00,17.44091,77.5563,58.3193752,47.4986
2018-11-03 15:45:00,9.082,36.51961,27.7395748,22.8008
2018-11-03 16:15:00,-0.05439711,44.09588,29.9677913248,22.02074
2018-11-03 16:45:00,-55.5377,7.144053,-12.91410796,-24.19683
2018-11-03 17:15:00,-134.5121,-41.85172,-71.5030416,-88.1819
2018-11-03 17:45:00,-161.7738,-104.9879,-123.159388,-133.3808
2018-11-03 18:15:00,-169.9828,-119.1057,-135.386372,-144.5442
2018-11-03 18:45:00,-147.1951,-106.9828,-119.850736,-127.0889
2018-11-03 19:15:00,-149.4092,-105.6598,-119.659608,-127.5345
2018-11-03 19:45:00,-146.2278,-117.2648,-126.53296,-131.7463
2018-11-03 20:15:00,-150.1463,-119.7496,-129.476544,-134.948
2018-11-03 20:45:00,-106.5655,-97.448,-100.3656,-102.0068
2018-11-03 21:15:00,-85.30058,-64.44152,-71.1164192,-74.87105
2018-11-03 21:45:00,-75.26669,-65.15999,-68.394134,-70.21333
2018-11-03 22:15:00,-80.55376,-57.16493,-64.6493556,-68.85934
2018-11-03 22:45:00,-87.2038,-90.93632,-89.7419136,-89.07005
2018-11-03 23:15:00,-94.41988,-75.17892,-81.3360272,-84.7994
2018-11-03 23:45:00,-80.27702,-70.82298,-73.8482728,-75.55
2018-11-04 00:15:00,-76.99217,-59.6643,-65.2092184,-68.32824
2018-11-04 00:45:00,-66.4398,-69.38937,-68.4455076,-67.91458
2018-11-04 01:15:00,-90.83572,-73.51015,-79.0543324,-82.17294
2018-11-04 01:45:00,-88.97971,-90.20244,-89.8111664,-89.59108
2018-11-04 02:15:00,-96.08876,-77.82634,-83.6703144,-86.95755
2018-11-04 02:45:00,-69.73687,-62.69748,-64.9500848,-66.21717
2018-11-04 03:15:00,-50.32374,-52.74815,-51.9723388,-51.53594
2018-11-04 03:45:00,-45.45679,-44.61493,-44.8843252,-45.03586
2018-11-04 04:15:00,-67.05766,-72.79976,-70.962288,-69.92871
2018-11-04 04:45:00,-88.0249,-52.33858,-63.7582024,-70.18174
2018-11-04 05:15:00,-72.5291,-68.77654,-69.9773592,-70.65282
2018-11-04 05:45:00,-61.39246,-49.82543,-53.5268796,-55.60894
2018-11-04 06:15:00,-38.9864,-51.17775,-47.276518,-45.08208
2018-11-04 06:45:00,-66.64197,-59.2131,-61.5903384,-62.92754
2018-11-04 07:15:00,-109.5111,-121.7807,-117.854428,-115.6459
2018-11-04 07:45:00,-121.1401,-132.6903,-128.994236,-126.9152
2018-11-04 08:15:00,-47.9108,-88.14119,-75.2674652,-68.02599
2018-11-04 08:45:00,46.36197,8.637614,20.70940792,27.49979
2018-11-04 09:15:00,107.682,56.67915,73.000062,82.18055
2018-11-04 09:45:00,130.777,-23.68274,25.7443768,53.54712
2018-11-04 10:15:00,148.3751,108.906,121.536112,128.6406
2018-11-04 10:45:00,190.53,165.2197,173.318996,177.8748
2018-11-04 11:15:00,270.6317,323.4839,306.571196,297.0578
2018-11-04 11:45:00,295.3878,248.7426,263.669064,272.0652
2018-11-04 12:15:00,285.8406,245.327,258.291352,265.5838
2018-11-04 12:45:00,222.3217,223.1429,222.880116,222.7323
2018-11-04 13:15:00,218.0852,217.6506,217.789672,217.8679
2018-11-04 13:45:00,259.5651,141.9668,179.598256,200.7659
2018-11-04 14:15:00,97.36002,118.5803,111.7898104,107.9702
2018-11-04 14:45:00,56.08266,72.14336,67.003936,64.11301
2018-11-04 15:15:00,-108.037,61.04497,6.93873960000001,-23.49603
2018-11-04 15:45:00,-51.97189,-8.937711,-22.70864828,-30.4548
2018-11-04 16:15:00,-98.47523,-55.26302,-69.0909272,-76.86913
2018-11-04 16:45:00,-81.28075,-55.06425,-63.45353,-68.17249
2018-11-04 17:15:00,-77.53534,-43.35641,-54.2936676,-60.44587
2018-11-04 17:45:00,-83.81015,-39.13362,-53.4301096,-61.47189
2018-11-04 18:15:00,-94.70998,-47.19814,-62.4019288,-70.95406
2018-11-04 18:45:00,-98.80092,-65.56665,-76.2016164,-82.18378
2018-11-04 19:15:00,-93.21581,-64.95914,-74.0012744,-79.08747
2018-11-04 19:45:00,-88.95168,-78.40583,-81.780502,-83.67876
2018-11-04 20:15:00,-91.99547,-78.82787,-83.041502,-85.41167
2018-11-04 20:45:00,-81.80705,-75.06612,-77.2232176,-78.43658
2018-11-04 21:15:00,-69.29053,-55.04454,-59.6032568,-62.16754
2018-11-04 21:45:00,-54.34667,-48.45834,-50.3426056,-51.4025
2018-11-04 22:15:00,-60.72771,-54.20479,-56.2921244,-57.46625
2018-11-04 22:45:00,-55.73069,-48.26321,-50.6528036,-51.99695
2018-11-04 23:15:00,-38.2011,-18.98639,-25.1350972,-28.59375
2018-11-04 23:45:00,-63.69706,-43.20028,-49.7592496,-53.44867
2018-11-05 00:15:00,-67.06927,-61.62939,-63.3701516,-64.34933
2018-11-05 00:45:00,-63.39481,-70.61514,-68.3046344,-67.00497
2018-11-05 01:15:00,-21.12917,-20.79378,-20.9011048,-20.96147
2018-11-05 01:45:00,-27.07821,-30.06357,-29.1082548,-28.57089
2018-11-05 02:15:00,-62.15941,-46.84438,-51.7451896,-54.5019
2018-11-05 02:45:00,-60.59021,-64.67319,-63.3666364,-62.6317
2018-11-05 03:15:00,-36.72907,-34.25809,-35.0488036,-35.49358
2018-11-05 03:45:00,-8.651525,-16.53004,-14.0089152,-12.59078
2018-11-05 04:15:00,-10.01431,-18.10762,-15.5177608,-14.06096
2018-11-05 04:45:00,-18.9175,-8.446874,-11.79747432,-13.68219
2018-11-05 05:15:00,-31.92833,-34.19801,-33.4717124,-33.06316
2018-11-05 05:45:00,-61.24602,-51.97154,-54.9393736,-56.60878
2018-11-05 06:15:00,-65.68918,-68.94411,-67.9025324,-67.31665
2018-11-05 06:45:00,-68.78677,-44.29726,-52.1339032,-56.54202
2018-11-05 07:15:00,-83.39195,-59.2124,-66.949856,-71.30218
2018-11-05 07:45:00,-105.8911,-118.6988,-114.600336,-112.2949
2018-11-05 08:15:00,-61.64753,-103.1672,-89.8809056,-82.40738
2018-11-05 08:45:00,20.03786,-37.22315,-18.8996268,-8.592642
2018-11-05 09:15:00,99.3475,56.30109,70.0759412,77.8243
2018-11-05 09:45:00,136.0078,82.81514,99.8367912,109.4115
2018-11-05 10:15:00,176.3575,151.3061,159.322548,163.8318
2018-11-05 10:45:00,228.2114,203.788,211.603488,215.9997
2018-11-05 11:15:00,231.058,184.6175,199.47846,207.8378
2018-11-05 11:45:00,93.52735,114.3266,107.67084,103.927
2018-11-05 12:15:00,221.1676,167.7381,184.83554,194.4529
2018-11-05 12:45:00,233.4218,293.83,274.499376,263.6259
2018-11-05 13:15:00,372.8659,254.7452,292.543824,313.8056
2018-11-05 13:45:00,221.917,169.7435,186.43902,195.8302
2018-11-05 14:15:00,150.1817,46.18804,79.4660112,98.18486
2018-11-05 14:45:00,106.8039,91.86661,96.6465428,99.33528
2018-11-05 15:15:00,33.16485,23.35102,26.4914456,28.25793
2018-11-05 15:45:00,18.02868,69.63597,53.1216372,43.83232
2018-11-05 16:15:00,-5.996429,46.70435,29.84010072,20.35396
2018-11-05 16:45:00,-49.85368,64.48234,27.8948136,7.314331
2018-11-05 17:15:00,-82.27597,-39.23018,-53.0048328,-60.75307
2018-11-05 17:45:00,-137.2562,-63.7328,-87.260288,-100.4945
2018-11-05 18:15:00,-157.6755,-106.5392,-122.902816,-132.1074
2018-11-05 18:45:00,-173.0648,-105.9533,-127.42898,-139.509
2018-11-05 19:15:00,-150.7989,-106.71,-120.818448,-128.7545
2018-11-05 19:45:00,-116.4296,-70.06762,-84.9034536,-93.24861
2018-11-05 20:15:00,-86.87827,-74.28366,-78.3139352,-80.58096
2018-11-05 20:45:00,-85.64612,-66.99199,-72.9613116,-76.31905
2018-11-05 21:15:00,-82.6427,-75.65311,-77.8897788,-79.1479
2018-11-05 21:45:00,-82.26295,-50.18574,-60.4504472,-66.22435
2018-11-05 22:15:00,-99.46358,-79.7924,-86.0871776,-89.62799
2018-11-05 22:45:00,-85.34644,-75.08525,-78.3688308,-80.21584
2018-11-05 23:15:00,-93.41876,-101.1002,-98.6421392,-97.25949
2018-11-05 23:45:00,-76.06874,-60.04774,-65.17446,-68.05824
2018-11-06 00:15:00,-62.13041,-47.3054,-52.0494032,-54.7179
2018-11-06 00:45:00,-57.18717,-39.18705,-44.9470884,-48.18711
2018-11-06 01:15:00,-65.96832,-48.61402,-54.167396,-57.29117
2018-11-06 01:45:00,-89.33456,-82.40691,-84.623758,-85.87074
2018-11-06 02:15:00,-99.42525,-92.5545,-94.75314,-95.98988
2018-11-06 02:45:00,-82.04964,-90.28259,-87.648046,-86.16611
2018-11-06 03:15:00,-58.29591,-59.85859,-59.3585324,-59.07725
2018-11-06 03:45:00,-72.05751,-49.31857,-56.5950308,-60.68804
2018-11-06 04:15:00,-59.7654,-38.05255,-45.000662,-48.90898
2018-11-06 04:45:00,-64.33387,-55.66203,-58.4370188,-59.99795
2018-11-06 05:15:00,-40.28902,-39.70664,-39.8930016,-39.99783
2018-11-06 05:45:00,-42.43574,-54.35481,-50.5407076,-48.39528
2018-11-06 06:15:00,-48.40601,-44.37358,-45.6639576,-46.38979
2018-11-06 06:45:00,-50.57925,-53.0156,-52.235968,-51.79743
2018-11-06 07:15:00,-75.81205,-81.571,-79.728136,-78.69153
2018-11-06 07:45:00,-83.66478,-98.72346,-93.9046824,-91.19411
2018-11-06 08:15:00,-33.52404,-77.49257,-63.4226404,-55.50831
2018-11-06 08:45:00,79.44109,-65.38076,-19.037768,7.030167
2018-11-06 09:15:00,108.9931,75.86377,86.4651556,92.42841
2018-11-06 09:45:00,133.2816,111.6039,118.540764,122.4428
2018-11-06 10:15:00,154.3904,201.6046,186.496056,177.9975
2018-11-06 10:45:00,167.9414,207.4334,194.79596,187.6874
2018-11-06 11:15:00,236.5231,134.688,167.275232,185.6055
2018-11-06 11:45:00,235.9337,154.8174,180.774616,195.3755
2018-11-06 12:15:00,296.4071,262.8528,273.590176,279.6299
2018-11-06 12:45:00,244.4787,248.1363,246.965868,246.3075
2018-11-06 13:15:00,221.8883,263.0485,249.877236,242.4684
2018-11-06 13:45:00,178.3974,11.99484,65.2436592,95.1961
2018-11-06 14:15:00,151.2727,125.2811,133.598412,138.2769
2018-11-06 14:45:00,95.78334,83.19501,87.2232756,89.48917
2018-11-06 15:15:00,59.95265,157.6292,126.372704,108.791
2018-11-06 15:45:00,14.76776,56.93822,43.4436728,35.85299
2018-11-06 16:15:00,-15.99688,19.81649,8.3562116,1.909808
2018-11-06 16:45:00,-52.8015,-23.27874,-32.7260232,-38.04012
2018-11-06 17:15:00,-67.46471,10.28305,-14.5962332,-28.59083
2018-11-06 17:45:00,-127.4422,-59.63742,-81.3349496,-93.53979
2018-11-06 18:15:00,-146.6023,-104.5854,-118.030808,-125.5938
2018-11-06 18:45:00,-183.9492,-138.1893,-152.832468,-161.0692
2018-11-06 19:15:00,-143.1319,-115.5794,-124.3962,-129.3556
2018-11-06 19:45:00,-118.1239,-98.25316,-104.6117968,-108.1885
2018-11-06 20:15:00,-74.21009,-59.13912,-63.9618304,-66.67461
2018-11-06 20:45:00,-62.59395,-28.80237,-39.6156756,-45.69816
2018-11-06 21:15:00,-85.73101,-58.06489,-66.9180484,-71.89795
2018-11-06 21:45:00,-95.78289,-71.54044,-79.298024,-83.66167
2018-11-06 22:15:00,-106.6872,-96.98877,-100.0922676,-101.838
2018-11-06 22:45:00,-92.05246,-66.16253,-74.4473076,-79.1075
2018-11-06 23:15:00,-82.39815,-80.37543,-81.0227004,-81.38679
2018-11-06 23:45:00,-60.56783,-59.16767,-59.6157212,-59.86774
2018-11-07 00:15:00,-51.31739,-52.24731,-51.9497356,-51.78235
2018-11-07 00:45:00,-46.72469,-34.64687,-38.5117724,-40.68578
2018-11-07 01:15:00,-49.69804,-26.19427,-33.7154764,-37.94616
2018-11-07 01:45:00,-46.24994,-41.95781,-43.3312916,-44.10387
2018-11-07 02:15:00,-59.87305,-52.56577,-54.9040996,-56.21941
2018-11-07 02:45:00,-55.26435,-57.90577,-57.0605156,-56.58506
2018-11-07 03:15:00,-71.62794,-61.5119,-64.7490328,-66.56992
2018-11-07 03:45:00,-52.97262,-47.96437,-49.56701,-50.46849
2018-11-07 04:15:00,-66.81175,-63.27762,-64.4085416,-65.04469
2018-11-07 04:45:00,-54.03963,-46.6603,-49.0216856,-50.34996
2018-11-07 05:15:00,-75.1642,-67.8208,-70.170688,-71.4925
2018-11-07 05:45:00,-63.66428,-58.88618,-60.415172,-61.27523
2018-11-07 06:15:00,-57.39365,-58.22687,-57.9602396,-57.81026
2018-11-07 06:45:00,-37.98185,-43.49463,-41.7305404,-40.73824
2018-11-07 07:15:00,-71.48059,-68.23521,-69.2737316,-69.85789
2018-11-07 07:45:00,-88.55907,-95.60461,-93.3500372,-92.08183
2018-11-07 08:15:00,-74.7906,-112.6564,-100.539344,-93.72351
2018-11-07 08:45:00,-53.97783,-115.9571,-96.1237336,-84.96745
2018-11-07 09:15:00,70.95204,-17.57854,10.7512456,26.68675
2018-11-07 09:45:00,93.15996,89.59747,90.7374668,91.37872
2018-11-07 10:15:00,242.1391,191.4821,207.69234,216.8106
2018-11-07 10:45:00,201.7976,197.9584,199.186944,199.878
2018-11-07 11:15:00,260.3144,178.2216,204.491296,219.268
2018-11-07 11:45:00,225.0579,218.4773,220.583092,221.7676
2018-11-07 12:15:00,262.6487,226.5665,238.112804,244.6076
2018-11-07 12:45:00,282.7939,229.1214,246.2966,255.9576
2018-11-07 13:15:00,249.6882,71.18645,128.30701,160.4373
2018-11-07 13:45:00,194.2367,129.2712,150.06016,161.754
2018-11-07 14:15:00,106.5913,148.0757,134.800692,127.3335
2018-11-07 14:45:00,98.65997,223.4282,183.5023664,161.0441
2018-11-07 15:15:00,49.42165,105.5831,87.611436,77.50238
2018-11-07 15:45:00,19.30177,31.6018,27.6657904,25.45179
2018-11-07 16:15:00,-54.49601,12.34438,-9.0445448,-21.07581
2018-11-07 16:45:00,-73.24703,-4.132445,-26.2491122,-38.68974
2018-11-07 17:15:00,-107.595,-27.00391,-52.7930588,-67.29943
2018-11-07 17:45:00,-108.5302,-50.98399,-69.3987772,-79.7571
2018-11-07 18:15:00,-132.4409,-82.12371,-98.2252108,-107.2823
2018-11-07 18:45:00,-145.7233,-115.4921,-125.166084,-130.6077
2018-11-07 19:15:00,-167.1261,-131.2995,-142.764012,-149.2128
2018-11-07 19:45:00,-141.4533,-130.5582,-134.044632,-136.0058
2018-11-07 20:15:00,-100.325,-91.04349,-94.0135732,-95.68423
2018-11-07 20:45:00,-58.60318,-50.6153,-53.1714216,-54.60924
2018-11-07 21:15:00,-43.15317,-16.21589,-24.8358196,-29.68453
2018-11-07 21:45:00,-61.13086,-50.17973,-53.6840916,-55.65529
2018-11-07 22:15:00,-75.47258,-67.27837,-69.9005172,-71.37547
2018-11-07 22:45:00,-103.149,-91.45736,-95.1986848,-97.30317
2018-11-07 23:15:00,-78.95761,-70.87388,-73.4606736,-74.91574
2018-11-07 23:45:00,-75.98771,-56.89738,-63.0062856,-66.44255
2018-11-08 00:15:00,-46.63011,-50.18231,-49.045606,-48.40621
2018-11-08 00:45:00,-58.96105,-42.14003,-47.5227564,-50.55054
2018-11-08 01:15:00,-50.56207,-44.48135,-46.4271804,-47.52171
2018-11-08 01:45:00,-42.36459,-36.94106,-38.6765896,-39.65282
2018-11-08 02:15:00,-21.77275,-15.71786,-17.6554248,-18.7453
2018-11-08 02:45:00,-34.0879,-36.53658,-35.7530024,-35.31224
2018-11-08 03:15:00,-64.01868,-46.03277,-51.7882612,-55.02573
2018-11-08 03:45:00,-85.44263,-61.04348,-68.851208,-73.24306
2018-11-08 04:15:00,-70.69917,-57.79008,-61.9209888,-64.24462
2018-11-08 04:45:00,-61.13264,-55.21852,-57.1110384,-58.17558
2018-11-08 05:15:00,-43.08517,-36.95652,-38.917688,-40.02084
2018-11-08 05:45:00,-40.3292,-15.11209,-23.1815652,-27.72065
2018-11-08 06:15:00,-33.36922,-29.37539,-30.6534156,-31.3723
2018-11-08 06:45:00,-71.03661,-77.86227,-75.6780588,-74.44944
2018-11-08 07:15:00,-112.1279,-123.3121,-119.733156,-117.72
2018-11-08 07:45:00,-127.4266,-140.6172,-136.396208,-134.0219
2018-11-08 08:15:00,-79.05954,-110.2778,-100.2879568,-94.66867
2018-11-08 08:45:00,41.78234,-20.23249,-0.387744400000003,10.77493
2018-11-08 09:15:00,78.66037,40.23567,52.531574,59.44802
2018-11-08 09:45:00,130.7361,67.35046,87.6338648,99.0433
2018-11-08 10:15:00,134.6986,107.9418,116.503976,121.3202
2018-11-08 10:45:00,210.4045,81.89498,123.0180264,146.1497
2018-11-08 11:15:00,231.1148,140.7395,169.659596,185.9272
2018-11-08 11:45:00,252.5264,227.4309,235.46146,239.9787
2018-11-08 12:15:00,242.9916,318.2458,294.164456,280.6187
2018-11-08 12:45:00,232.7604,269.4832,257.731904,251.1218
2018-11-08 13:15:00,226.3857,152.6606,176.252632,189.5231
2018-11-08 13:45:00,173.072,114.7736,133.429088,143.9228
2018-11-08 14:15:00,145.0642,134.3447,137.77494,139.7045
2018-11-08 14:45:00,18.47803,99.16815,73.3473116,58.8231
2018-11-08 15:15:00,16.35928,62.65081,47.8375204,39.50505
2018-11-08 15:45:00,-32.79037,18.70497,2.2264612,-7.042701
2018-11-08 16:15:00,-15.21845,3.799583,-2.28618756,-5.709436
2018-11-08 16:45:00,-95.35936,-34.82295,-54.1946012,-65.09116
2018-11-08 17:15:00,-121.4067,-55.86461,-76.8380788,-88.63566
2018-11-08 17:45:00,-130.5552,-83.41167,-98.4975996,-106.9834
2018-11-08 18:15:00,-115.3815,-74.15703,-87.3488604,-94.76926
2018-11-08 18:45:00,-112.258,-76.24446,-87.7687928,-94.25125
2018-11-08 19:15:00,-107.7233,-76.23717,-86.3127316,-91.98022
2018-11-08 19:45:00,-100.965,-72.05294,-81.3047992,-86.509
2018-11-08 20:15:00,-100.1923,-79.88637,-86.3842676,-90.03931
2018-11-08 20:45:00,-87.6474,-76.17247,-79.8444476,-81.90993
2018-11-08 21:15:00,-73.12743,-67.24805,-69.1294516,-70.18774
2018-11-08 21:45:00,-56.63594,-54.47588,-55.1670992,-55.55591
2018-11-08 22:15:00,-45.87656,-39.47023,-41.5202556,-42.6734
2018-11-08 22:45:00,-46.21175,-38.77209,-41.1527812,-42.49192
2018-11-08 23:15:00,-44.65235,-31.21163,-35.5126604,-37.93199
2018-11-08 23:45:00,-52.63261,-32.73819,-39.1044044,-42.6854
