SEG,0.9,ha
SEG1,7,ha
SEG2,7,ha
SEG3,7,ha
SEG4,6.9,ha
SES,0.5,ha
SES1,4.2,ha
SES2,4.2,ha
SES3,4.2,ha
SES4,4.2,ha
