datetime,NEE,NEE_filled
2018-10-03 14:15:00,-1.11207,-1.11207
2018-10-03 14:45:00,1.81578,1.81578
2018-10-03 15:15:00,2.04865,2.04865
2018-10-03 15:45:00,0.7691,0.7691
2018-10-03 16:15:00,-3.15581,-3.15581
2018-10-03 16:45:00,0.86267,0.86267
2018-10-03 17:15:00,0.77257,0.77257
2018-10-03 17:45:00,-0.03373,-0.03373
2018-10-03 18:15:00,-1.77776,-1.77776
2018-10-03 18:45:00,0.51597,0.51597
2018-10-03 19:15:00,-0.88806,-0.88806
2018-10-03 19:45:00,0.2037,0.2037
2018-10-03 20:15:00,-0.10871,-0.10871
2018-10-03 20:45:00,-0.16928,-0.16928
2018-10-03 21:15:00,0.4981,0.4981
2018-10-03 21:45:00,0.31201,0.31201
2018-10-03 22:15:00,-0.18917,-0.18917
2018-10-03 22:45:00,0.41398,0.41398
2018-10-03 23:15:00,0.03965,0.03965
2018-10-03 23:45:00,1.45193,1.45193
2018-10-04 00:15:00,-0.16243,-0.16243
2018-10-04 00:45:00,0.32065,0.32065
2018-10-04 01:15:00,-0.29387,-0.29387
2018-10-04 01:45:00,-0.01441,-0.01441
2018-10-04 02:15:00,-0.04716,-0.04716
2018-10-04 02:45:00,0.23822,0.23822
2018-10-04 03:15:00,-0.29702,-0.29702
2018-10-04 03:45:00,0.23433,0.23433
2018-10-04 04:15:00,-1.06585,-1.06585
2018-10-04 04:45:00,-0.06756,-0.06756
2018-10-04 05:15:00,-0.18706,-0.18706
2018-10-04 05:45:00,0.22684,0.22684
2018-10-04 06:15:00,0.27871,0.27871
2018-10-04 06:45:00,-0.21778,-0.21778
2018-10-04 07:15:00,-0.36034,-0.36034
2018-10-04 07:45:00,0.13516,0.13516
2018-10-04 08:15:00,-0.01163,-0.01163
2018-10-04 08:45:00,0.39226,0.39226
2018-10-04 09:15:00,-0.15768,-0.15768
2018-10-04 09:45:00,-0.37101,-0.37101
2018-10-04 10:15:00,-0.1237,-0.1237
2018-10-04 10:45:00,-1.26546,-1.26546
2018-10-04 11:15:00,1.3202,1.3202
2018-10-04 11:45:00,-0.4758,-0.4758
2018-10-04 12:15:00,0.99413,0.99413
2018-10-04 12:45:00,-1.11353,-1.11353
2018-10-04 13:15:00,-0.00859,-0.00859
2018-10-04 13:45:00,0.36452,0.36452
2018-10-04 14:15:00,0.5259,0.5259
2018-10-04 14:45:00,1.46686,1.46686
2018-10-04 15:15:00,-1.55015,-1.55015
2018-10-04 15:45:00,0.50028,0.50028
2018-10-04 16:15:00,-1.44218,-1.44218
2018-10-04 16:45:00,1.09814,1.09814
2018-10-04 17:15:00,1.35563,1.35563
2018-10-04 17:45:00,-0.00661,-0.00661
2018-10-04 18:15:00,0.93451,0.93451
2018-10-04 18:45:00,0.03195,0.03195
2018-10-04 19:15:00,-1.0301,-1.0301
2018-10-04 19:45:00,1.55142,1.55142
2018-10-04 20:15:00,0.68307,0.68307
2018-10-04 20:45:00,0.67217,0.67217
2018-10-04 21:15:00,0.24536,0.24536
2018-10-04 21:45:00,-0.67447,-0.67447
2018-10-04 22:15:00,-1.44751,-1.44751
2018-10-04 22:45:00,0.2408,0.2408
2018-10-04 23:15:00,-0.17006,-0.17006
2018-10-04 23:45:00,0.77697,0.77697
2018-10-05 00:15:00,0.4861,0.4861
2018-10-05 00:45:00,-0.15635,-0.15635
2018-10-05 01:15:00,-0.43005,-0.43005
2018-10-05 01:45:00,0.84354,0.84354
2018-10-05 02:15:00,0.83798,0.83798
2018-10-05 02:45:00,4.135,4.135
2018-10-05 03:15:00,0.69406,0.69406
2018-10-05 03:45:00,-0.14222,-0.14222
2018-10-05 04:15:00,-0.01825,-0.01825
2018-10-05 04:45:00,-0.7833,-0.7833
2018-10-05 05:15:00,0.11101,0.11101
2018-10-05 05:45:00,-0.26623,-0.26623
2018-10-05 06:15:00,0.83766,0.83766
2018-10-05 06:45:00,-0.04693,-0.04693
2018-10-05 07:15:00,-0.12282,-0.12282
2018-10-05 07:45:00,0.39832,0.39832
2018-10-05 08:15:00,1.2563,1.2563
2018-10-05 08:45:00,-1.5731,-1.5731
2018-10-05 09:15:00,0.92628,0.92628
2018-10-05 09:45:00,-0.30681,-0.30681
2018-10-05 10:15:00,-0.83929,-0.83929
2018-10-05 10:45:00,-3.99593,-3.99593
2018-10-05 11:15:00,0.2885,0.2885
2018-10-05 11:45:00,0.14992,0.14992
2018-10-05 12:15:00,2.20718,2.20718
2018-10-05 12:45:00,-0.1611,-0.1611
2018-10-05 13:15:00,1.20901,1.20901
2018-10-05 13:45:00,0.08082,0.08082
2018-10-05 14:15:00,2.12126,2.12126
2018-10-05 14:45:00,0.71109,0.71109
2018-10-05 15:15:00,0.4167,0.4167
2018-10-05 15:45:00,1.09208,1.09208
2018-10-05 16:15:00,-0.23013,-0.23013
